encounter,is_cm,is_success,time,player,profession,dps,might up,fury up,quick up,alac up,regen up,might out,fury out,quick out,alac out,regen out,dmgTaken,stack_dist,downed,dead_duration,cleanses,above90%,log,role
Vale Guardian,False,True,158,Lorker Prime.5842,Scourge,2206,23.957,97.27,88.379,97.85,98.306,7.515,16.988,0,74.384,85.848,90577,180.212036132813,0,0,15,88.7755102040816,"https://dps.report/hpww-20231119-185141_vg
",aHeal
Soulless Horror CM,True,False,107,seb.2804,Druid,2207,21.399,92.556,87.687,86.873,97.024,11.168,37.083,0,71.465,64.473,61922,156.328216552734,0,0,45,87.8787878787879,"https://dps.report/qGSO-20231206-210728_sh
",aHeal
Matthias Gabrel,False,True,168,seb.2804,Druid,2247,24.773,99.723,99.037,98.789,97.368,13.069,22.066,0,69.948,52.515,94469,224.550033569336,0,0,75,96.137339055794,"https://dps.report/L54l-20231106-194442_matt
",aHeal
Soulless Horror CM,True,True,174,Lorker Prime.5842,Scourge,2248,22.676,94.906,88.886,94.93,96.844,4.508,5.549,0,56.515,96.562,262123,226.64973449707,0,0,49,84.115523465704,"https://dps.report/ynYy-20231119-171558_sh
",aHeal
Conjured Amalgamate CM,True,True,170,hurricanelimcy.6793,Scourge,2265,24.382,100,99.312,99.745,98.243,10.292,8.958,0,79.287,69.6,19746,206.210311889648,0,0,8,98.2758620689655,"https://dps.report/LlX3-20231122-223239_ca
",aHeal
Matthias Gabrel,False,True,159,hurricanelimcy.6793,Scourge,2284,24.1,99.121,72.036,98.321,97.611,8.195,7.606,0,85.239,95.051,71188,183.925445556641,0,0,50,97.0731707317073,"https://dps.report/xvTx-20231127-194838_matt
",aHeal
Keep Construct CM,True,True,324,seb.2804,Druid,2300,23.578,93.361,99.79,98.417,98.689,13.983,39.196,0,63.868,63.548,117868,233.755157470703,0,0,172,100,"https://dps.report/yBfi-20231127-200427_kc
",aHeal
Qadim the Peerless CM,True,True,346,seb.2804,Druid,2309,24.524,99.609,98.83,89.733,95.399,8.014,30.759,0,36.175,46.948,72972,286.731536865234,0,0,106,95.859872611465,"https://dps.report/betY-20231115-194233_qpeer
",aHeal
Matthias Gabrel,False,True,156,seb.2804,Chronomancer,2315,21.348,95.022,80.79,95.418,83.174,9.473,32.892,0,66.99,25.324,51689,216.38232421875,1,0,52,92.9328621908127,"https://dps.report/JOs1-20231204-194540_matt
",aHeal
Cairn CM,True,True,171,seb.2804,Druid,2316,23.482,98.858,42.014,99.722,99.722,11.771,20.575,0,51.788,34.809,92358,338.339630126953,0,0,18,82.6771653543307,"https://dps.report/uhnu-20231120-212922_cairn
",aHeal
Soulless Horror CM,True,True,173,GoGo.8725,Druid,2318,24.185,92.789,98.272,98.41,96.1,2.098,0,0,36.972,54.928,96777,128.597671508789,0,0,44,95.9016393442623,"https://dps.report/gSKe-20231121-215629_sh
",aHeal
Slothasor,False,True,138,seb.2804,Druid,2319,24.032,98.68,95.846,95.444,92.687,15.096,26.447,0,72.827,54.956,58623,116.020904541016,0,0,68,100,"https://dps.report/5J21-20231106-193024_sloth
",aHeal
Soulless Horror CM,True,True,166,GoGo.8725,Druid,2324,24.172,99.605,98.939,94.779,88.259,2.702,0,0,40.147,29.701,82809,123.812446594238,0,0,36,99.1935483870968,"https://dps.report/Lofy-20231205-205415_sh
",aHeal
Soulless Horror CM,True,False,183,seb.2804,Druid,2333,21.571,88.466,82.138,88.848,95.558,12.746,23.681,0,72.837,74.819,157371,143.107604980469,0,0,114,72.8395061728395,"https://dps.report/cbhE-20231206-211546_sh
",aHeal
Soulless Horror CM,True,True,168,GoGo.8725,Druid,2357,21.782,85.621,95.786,89.061,88.991,1.811,0,0,33.499,41.83,128693,145.369338989258,0,0,59,92.5,"https://dps.report/fF9r-20231031-205639_sh
",aHeal
Cardinal Sabir CM,True,True,251,DARKstrider.7804,Mechanist,2377,24.112,99.835,97.684,97.205,99.581,8.422,6.185,0,70.692,76.788,179295,179.230926513672,0,0,19,97.1830985915493,"https://dps.report/DQUv-20231112-160835_sabir
",aHeal
Qadim CM,True,False,100,seb.2804,Druid,2377,24.979,99.917,99.916,84.007,91.534,11.289,45.649,0,35.98,28.228,53956,446.59716796875,0,33.94,28,98.1818181818182,"https://dps.report/o46X-20231206-205306_qadim
",aHeal
Keep Construct CM,True,True,324,hurricanelimcy.6793,Scourge,2391,20.622,97.12,71.986,99.418,97.707,10.955,16.614,0,91.21,91.355,175430,191.322677612305,0,0,84,98.9937106918239,"https://dps.report/yBfi-20231127-200427_kc
",aHeal
Sabetha the Saboteur,False,True,214,hurricanelimcy.6793,Mechanist,2419,19.831,99.892,96.833,92.551,99.763,13.656,19.904,0,88.262,88.451,79754,330.209808349609,0,0,37,90.9090909090909,"https://dps.report/x5N4-20231127-192950_sab
",aHeal
Keep Construct CM,True,True,364,hurricanelimcy.6793,Scourge,2419,21.958,94.991,61.418,97.184,91.225,13.971,32.038,0,87.047,70.211,207323,233.44841003418,0,0,136,94.351630867144,"https://dps.report/c6tE-20231113-210319_kc
",aHeal
Soulless Horror CM,True,True,163,seb.2804,Druid,2419,23.836,94.713,94.667,92.613,97.043,13.045,23.991,0,77.066,69.607,125750,132.414489746094,0,0,128,90.1098901098901,"https://dps.report/RFQL-20231122-214245_sh
",aHeal
Dhuum,False,True,376,seb.2804,Druid,2425,23.255,98.019,97.064,92.433,95.929,9.947,36.639,0,34.343,34.693,92042,463.545074462891,0,0,15,98.4210526315789,"https://dps.report/cS0L-20231122-222518_dhuum
",aHeal
Cairn CM,True,True,92,DARKstrider.7804,Mechanist,2437,19.612,86.094,34.754,86.997,58.514,11.337,16.425,0,74.671,53.027,59316,438.598663330078,0,0,0,33.3333333333333,"https://dps.report/WP5B-20231112-173836_cairn
",aHeal
Soulless Horror CM,True,False,194,seb.2804,Druid,2446,24.208,88.948,97.265,95.884,91.664,11.303,42.977,0,67.854,75.521,231701,152.973114013672,1,3.01,98,73.1182795698925,"https://dps.report/ZKYc-20231129-193003_sh
",aHeal
Conjured Amalgamate CM,True,True,153,seb.2804,Druid,2449,24.523,100,100,81.9,99.692,14.477,48.454,0,65.625,84.708,20077,207.021987915039,0,0,23,100,"https://dps.report/sBgh-20231206-203911_ca
",aHeal
Soulless Horror CM,True,True,190,seb.2804,Druid,2467,23.847,100.024,88.391,96.866,98.976,10.306,25.909,0,71.81,72.733,108392,156.564880371094,0,0,77,87.0229007633588,"https://dps.report/yZ41-20231129-193854_sh
",aHeal
Soulless Horror CM,True,False,187,seb.2804,Druid,2469,24.369,82.022,90.683,96.135,95.443,9.951,29.966,0,85.254,87.204,145449,136.397827148438,0,6.01,61,89.2561983471074,"https://dps.report/QuNv-20231129-193420_sh
",aHeal
Slothasor,False,True,142,DARKstrider.7804,Mechanist,2469,19.052,90.918,84.814,87.376,82.889,13.854,24.858,0,73.982,76.448,91886,158.305770874023,0,0,69,95.6043956043956,"https://dps.report/2F8S-20231112-183109_sloth
",aHeal
Cardinal Adina CM,True,True,283,DARKstrider.7804,Mechanist,2476,23.551,99.149,88.778,99.149,83.449,8.512,11.48,0,79.094,60.002,257331,294.124206542969,0,0,1,99.0990990990991,"https://dps.report/009b-20231112-161408_adina
",aHeal
Qadim CM,True,False,103,seb.2804,Druid,2485,24.965,99.86,99.86,99.3,99.86,13.818,38.142,0,57.289,55.246,32403,381.254943847656,0,29.01,32,100,"https://dps.report/MxKk-20231115-203419_qadim
",aHeal
Keep Construct CM,True,True,333,seb.2804,Chronomancer,2502,23.54,97.847,94.097,99.636,98.153,12.592,41.141,0,70.626,29.397,114174,222.188095092773,0,0,138,91.1764705882353,"https://dps.report/QGjg-20231204-200612_kc
",aHeal
Gorseval the Multifarious,False,True,141,Lorker Prime.5842,Scourge,2524,24.682,99.285,99.858,99.767,76.191,7.48,18.648,0,82.788,71.283,50601,318.031768798828,0,0,15,97.3568281938326,"https://dps.report/35EF-20231119-190016_gors
",aHeal
Sabetha the Saboteur,False,True,217,hurricanelimcy.6793,Mechanist,2530,23.25,91.886,99.218,93.156,89.182,13.915,21.611,0,87.553,92.018,85987,348.017242431641,0,0,52,95.2380952380952,"https://dps.report/R5Kt-20231106-192407_sab
",aHeal
Dhuum,False,True,431,seb.2804,Druid,2540,21.659,93.572,40.102,70.622,87.86,10.513,31.647,0,37.173,44.25,153182,642.538940429688,1,0,15,88.3802816901408,"https://dps.report/A5ru-20231206-214714_dhuum
",aHeal
Cairn CM,True,True,92,hurricanelimcy.6793,Mechanist,2557,22.782,99.879,99.965,99.316,97.434,15.581,26.835,0,86.193,95.354,25666,250.907775878906,0,0,2,100,"https://dps.report/PwBy-20231127-201822_cairn
",aHeal
Dhuum,False,True,322,Sashyca.8172,Scourge,2562,11.519,32.69,32.513,80.03,40.844,2.427,0,0,25.835,10.09,83362,899.839233398438,0,0,3,100,"https://dps.report/fs0R-20231203-172810_dhuum
",aHeal
Dhuum CM,True,False,244,DARKstrider.9245,Scourge,2566,10.682,72.151,37.899,61.874,49.881,2.289,0,0,30.175,37.684,281200,748.913635253906,1,117.02,3,66.6666666666667,"https://dps.report/tixR-20231121-221210_dhuum
",aHeal
Twin Largos CM,True,True,276,SwyDie.5693,Scourge,2586,22.801,99.576,90.765,99.576,98.586,13.732,12.526,0,93.348,75.806,279265,1405.47619628906,0,0,59,76.1627906976744,"https://dps.report/ymg5-20231206-204826_twins
",aHeal
Cairn CM,True,True,92,seb.2804,Chronomancer,2623,22.132,92.184,60.044,95.615,98.352,9.69,22.257,0,84.246,74.097,42879,329.972320556641,0,0,2,72.289156626506,"https://dps.report/Kbzi-20231204-201923_cairn
",aHeal
Soulless Horror CM,True,True,169,seb.2804,Druid,2624,24.847,96.889,95.339,98.046,98.67,12.81,25.305,0,75.676,57.398,82101,131.896438598633,0,0,58,94.5945945945946,"https://dps.report/mmaP-20231206-212038_sh
",aHeal
Samarog CM,True,True,389,DARKstrider.7804,Mechanist,2643,20.822,99.445,98.07,98.693,92.247,12.173,18.803,0,73.034,53.369,198972,173.13703918457,0,0,2,96.4125560538117,"https://dps.report/vDAp-20231112-175232_sam
",aHeal
Cardinal Sabir CM,True,True,277,SwyDie.5693,Scourge,2645,23.06,99.686,99.686,99.56,86.242,8.689,22.632,0,72.711,67.934,243917,191.430450439453,1,0,20,81.1188811188811,"https://dps.report/lTF3-20231206-201320_sabir
",aHeal
Vale Guardian,False,True,167,seb.2804,Druid,2648,24.471,98.998,99.816,97.749,98.878,17.409,36.556,0,77.691,79.343,94176,155.089569091797,0,0,0,85.7142857142857,"https://dps.report/zjNT-20231120-201055_vg
",aHeal
Sabetha the Saboteur,False,True,222,DARKstrider.7804,Mechanist,2667,14.727,83.879,49.779,75.453,51.767,11.65,16.639,0,71.028,53.314,93397,375.394439697266,0,0,12,100,"https://dps.report/Ek0m-20231112-190317_sab
",aHeal
Conjured Amalgamate CM,True,True,142,Lorker Prime.5842,Scourge,2676,23.459,99.076,76.751,100,97.088,8.98,17.884,0,73.271,83.405,9232,280.466186523437,0,0,14,100,"https://dps.report/EqpO-20231119-163541_ca
",aHeal
Slothasor,False,True,148,seb.2804,Chronomancer,2681,23.058,99.064,85.315,90.214,97.246,11.022,28.592,0,82.677,20.099,109776,148.784271240234,0,0,153,89.776357827476,"https://dps.report/9qWo-20231204-193033_sloth
",aHeal
Gorseval the Multifarious,False,True,148,hurricanelimcy.6793,Mechanist,2687,22.76,98.056,99.204,99.335,99.336,8.129,28.499,0,79.589,74.938,46241,239.914688110352,0,0,16,91.7808219178082,"https://dps.report/ia9k-20231106-191703_gors
",aHeal
Gorseval the Multifarious,False,True,151,hurricanelimcy.6793,Mechanist,2763,17.537,95.778,99.505,98.556,99.56,12.457,26.417,0,82.007,90.057,54986,291.93603515625,0,0,16,93.9024390243903,"https://dps.report/XPWW-20231120-202134_gors
",aHeal
Keep Construct CM,True,True,364,seb.2804,Druid,2787,24.095,99.186,93.595,96.89,96.767,13.905,37.594,0,60.675,63.109,150392,227.318069458008,0,0,115,95.7173447537473,"https://dps.report/c6tE-20231113-210319_kc
",aHeal
Soulless Horror CM,True,True,179,seb.2804,Druid,2799,24.481,99.201,99.201,98.431,98.655,11.395,20.035,0,71.874,79.148,126011,134.358200073242,0,0,56,80.9815950920245,"https://dps.report/IGuE-20231115-194911_sh
",aHeal
Qadim,False,True,454,DARKstrider.7804,Mechanist,2800,18.981,95.957,58.627,99.432,54.924,10.879,23.765,0,62.805,35.717,162793,628.380310058594,0,0,39,98.9247311827957,"https://dps.report/pKYe-20231112-170128_qadim
",aHeal
Slothasor,False,True,150,seb.2804,Druid,2806,22.357,92.237,89.121,82.67,90.234,11.081,29.852,0,69.791,49.528,84618,174.528991699219,0,0,105,99.1836734693878,"https://dps.report/bVww-20231127-193513_sloth
",aHeal
Vale Guardian,False,True,159,DARKstrider.7804,Mechanist,2813,23.244,99.62,93.827,97.317,93.428,12.189,22.491,0,75.452,62.221,152458,220.31770324707,0,0,4,67.7966101694915,"https://dps.report/aJKF-20231112-184834_vg
",aHeal
Mursaat Overseer CM,True,True,126,seb.2804,Druid,2814,24.571,99.238,97.988,97.989,97.988,16.512,24.607,0,87.301,96.188,57621,103.701026916504,0,0,59,96.6019417475728,"https://dps.report/n5aR-20231120-213352_mo
",aHeal
Cairn CM,True,True,92,seb.2804,Druid,2853,23.862,96.997,32.041,98.167,90.284,14.23,38.521,0,88.97,78.493,43866,353.564086914063,0,0,3,85.4166666666667,"https://dps.report/PwBy-20231127-201822_cairn
",aHeal
Vale Guardian,False,True,167,seb.2804,Druid,2856,23.698,96.094,95.669,93.641,94.614,13.768,25.105,0,65.466,63.162,100781,284.849670410156,0,0,0,96.875,"https://dps.report/Y3Uy-20231127-191251_vg
",aHeal
Conjured Amalgamate CM,True,True,161,seb.2804,Chronomancer,2879,24.3,97.334,95.512,83.123,95.577,15.465,47.922,0,85.009,69.085,16471,97.9396743774414,0,0,10,85.7142857142857,"https://dps.report/aiOv-20231129-201056_ca
",aHeal
Keep Construct CM,True,True,299,Lorker Prime.5842,Scourge,3016,23.413,96.343,98.361,96.604,81.657,5.251,10.885,0,63.528,75.617,217982,276.675506591797,0,0,163,90.3966597077244,"https://dps.report/NJvQ-20231119-182119_kc
",aHeal
Gorseval the Multifarious,False,True,148,seb.2804,Druid,3031,24.698,98.774,98.041,94.88,98.903,18.401,35.683,0,81.222,88.459,43244,226.578079223633,0,0,31,99.4764397905759,"https://dps.report/ia9k-20231106-191703_gors
",aHeal
Dhuum,False,True,339,DARKstrider.9245,Scourge,3091,10.715,77.517,30.171,67.529,53.354,2.389,0,0,33.088,33.237,145903,723.887390136719,0,0,8,83.1081081081081,"https://dps.report/29cW-20231031-212323_dhuum
",aHeal
Mursaat Overseer CM,True,True,125,seb.2804,Druid,3121,24.388,98.409,96.954,97.323,96.263,15.309,26.843,0,81.252,79.781,53924,84.8019104003906,0,0,9,100,"https://dps.report/ZSWF-20231106-202404_mo
",aHeal
Gorseval the Multifarious,False,True,145,seb.2804,Chronomancer,3133,24.65,99.288,99.478,98.848,99.062,12.865,31.399,0,90.206,39.182,54075,252.895568847656,0,0,23,88.0382775119617,"https://dps.report/r4Q4-20231204-191636_gors
",aHeal
Soulless Horror CM,True,True,169,SwyDie.5693,Scourge,3153,23.948,98.772,85.327,96.53,97.601,6.808,12.331,0,76.535,22.429,240763,164.000106811523,0,0,32,87.5379939209726,"https://dps.report/mmaP-20231206-212038_sh
",aHeal
Gorseval the Multifarious,False,True,147,seb.2804,Druid,3164,24.481,99.039,99.698,97.36,99.322,14.18,29.904,0,79.968,85.393,62486,234.608764648438,0,0,33,95.6521739130435,"https://dps.report/takY-20231127-192238_gors
",aHeal
Qadim CM,True,False,258,Sashyca.8172,Deadeye,3172,11.29,85.232,18.208,36.981,55.818,0.052,1.367,0,0,0.151,168163,1712.70935058594,2,152.97,0,74.2574257425743,"https://dps.report/LPpX-20231122-225555_qadim
",DPS
Qadim the Peerless CM,True,True,321,WipZedKay.5316,Scourge,3188,17.672,94.02,78.817,73.89,27.422,1.716,3.712,0,23.096,16.703,199427,518.441162109375,0,0,57,66.9230769230769,"https://dps.report/ZWvt-20231031-201905_qpeer
",aHeal
Mursaat Overseer CM,True,True,120,Lorker Prime.5842,Scourge,3193,24.297,99.13,99.008,98.876,95.295,5.573,9.497,0,73.087,95.24,46651,111.532615661621,0,0,32,100,"https://dps.report/r63X-20231119-174800_mo
",aHeal
Sabetha the Saboteur,False,True,217,seb.2804,Druid,3216,24.62,99.896,98.018,96.727,97.336,16.88,27.414,0,77.233,76.223,140765,110.523826599121,0,0,157,91.9354838709677,"https://dps.report/R5Kt-20231106-192407_sab
",aHeal
Sabetha the Saboteur,False,True,214,seb.2804,Druid,3221,24.695,99.099,98.816,98.465,99.763,13.816,43.652,0,87.488,82.978,108143,106.308906555176,0,0,137,91.1392405063291,"https://dps.report/x5N4-20231127-192950_sab
",aHeal
Twin Largos CM,True,True,309,WipZedKay.5316,Scourge,3236,20.966,99.461,51.892,99.414,82.57,11.796,17.168,0,81.479,51.611,281408,1601.56750488281,0,0,51,83.625730994152,"https://dps.report/k2hz-20231114-203029_twins
",aHeal
Gorseval the Multifarious,False,True,151,seb.2804,Druid,3246,24.461,97.246,99.639,98.124,99.899,17.869,26.632,0,83.998,88.702,49834,264.009368896484,0,0,31,95.5801104972376,"https://dps.report/XPWW-20231120-202134_gors
",aHeal
Vale Guardian,False,True,159,seb.2804,Druid,3248,24.638,99.452,98.925,97.941,93.515,16.886,24.007,0,78.235,79.455,97023,144.495895385742,0,0,2,93.2926829268293,https://dps.report/E5J7-20231106-190622_vg,aHeal
Qadim CM,True,False,100,SwyDie.5693,Scourge,3261,23.926,99.863,99.863,99.861,89.631,13.672,16.255,0,72.595,67.07,40797,361.529022216797,0,14.04,9,77.3809523809524,"https://dps.report/o46X-20231206-205306_qadim
",aHeal
Dhuum CM,True,True,425,DARKstrider.9245,Scourge,3287,14.83,90.268,58.336,81.573,60.321,1.955,0,0,38.375,38.443,202798,670.656433105469,0,0,20,66.5,"https://dps.report/QpHC-20231114-212326_dhuum
",aHeal
Soulless Horror CM,True,True,166,Zerumi.5120,Druid,3316,24.625,99.506,98.975,97.921,98.137,4.283,16.986,0,39.282,85.86,152442,114.810073852539,0,0,71,84.9315068493151,"https://dps.report/Ixam-20231112-170619_sh
",aHeal
Vale Guardian,False,True,155,seb.2804,Druid,3362,24.619,98.919,99.687,98.246,95.869,15.93,35.166,0,92.663,69.239,92615,172.178268432617,0,0,5,96.7532467532468,"https://dps.report/qyLg-20231204-190551_vg
",aHeal
Cardinal Adina CM,True,True,246,Sashyca.8172,Scourge,3421,22.437,93.012,90.914,99.1,68.03,5.938,0,0,77.909,59.88,261978,260.43701171875,2,0,14,87.8623188405797,"https://dps.report/o0sO-20231126-161032_adina
",aHeal
Cardinal Adina,False,True,214,Sashyca.8172,Scourge,3423,23.236,98.994,97.28,99.997,90.028,7.177,0,0,77.719,17.881,152821,248.270416259766,0,0,4,96.1923847695391,"https://dps.report/p33N-20231203-161555_adina
",aHeal
Sabetha the Saboteur,False,True,221,seb.2804,Druid,3430,24.666,99.462,99.394,98.688,98.851,16.343,45.246,0,84.352,73.36,97268,121.457176208496,0,0,173,99.2217898832685,"https://dps.report/wgL7-20231120-202849_sab
",aHeal
Mursaat Overseer CM,True,True,136,seb.2804,Druid,3434,24.6,98.78,98.275,96.38,87.201,18.428,38.64,0,88.916,86.76,62551,123.667503356934,0,0,28,95.9016393442623,"https://dps.report/xHEI-20231127-202259_mo
",aHeal
Qadim CM,True,True,421,WipZedKay.5316,Scourge,3451,19.847,98.583,74.211,96.801,71.862,9.87,18.495,0,71.058,54.293,146740,493.260284423828,0,0,60,93.4232715008432,"https://dps.report/ZG5I-20231121-215144_qadim
",aHeal
Qadim CM,True,False,178,DARKstrider.9245,Scourge,3479,11.221,82.462,41.063,83.345,74.242,4.844,0,0,28.305,26.059,78376,1983.18725585938,0,79.9,19,100,"https://dps.report/w0IG-20231126-164851_qadim
",aHeal
Mursaat Overseer CM,True,True,125,seb.2804,Chronomancer,3494,24.343,97.351,98.237,97.412,93.716,15.408,23.777,0,95.301,97.135,62503,106.902824401855,1,0,59,80.5460750853242,"https://dps.report/nEU4-20231204-202551_mo
",aHeal
Soulless Horror CM,True,True,174,Zerumi.5120,Druid,3517,23.181,99.601,98.381,99.117,97.94,5.562,17.622,0,29.338,1.157,164355,111.537895202637,0,0,68,88.2629107981221,"https://dps.report/ynYy-20231119-171558_sh
",aHeal
Conjured Amalgamate CM,True,True,178,seb.2804,Druid,3519,24.564,99.996,100,98.459,99.433,16.01,40.267,0,84.238,80.766,42711,111.76700592041,0,0,5,95.7264957264957,"https://dps.report/WR1a-20231115-201508_ca
",aHeal
Qadim CM,True,True,575,WipZedKay.5316,Scourge,3557,19.637,91.459,82.253,95.074,75.549,9.423,21.123,0,73.713,53.851,372134,403.034332275391,0,0,125,91.3452492944497,"https://dps.report/amyc-20231114-204442_qadim
",aHeal
Qadim the Peerless,False,True,295,DARKstrider.9245,Scourge,3564,17.553,86.98,52.615,75.753,57.658,1.713,0,0,32.03,36.674,356706,563.005615234375,1,0,48,55.9139784946237,"https://dps.report/QzUq-20231203-162955_qpeer
",aHeal
Qadim CM,True,True,553,WipZedKay.5316,Scourge,3640,19.526,87.187,71.035,95.195,85.101,9.058,17.443,0,62.407,49.637,402087,476.495819091797,0,0,102,87.4659400544959,"https://dps.report/9w02-20231031-205059_qadim
",aHeal
Qadim,False,True,390,Sashyca.8172,Scourge,3699,17.355,93.108,64.332,100,55.564,9.011,0.348,0,57.963,23.36,234042,627.759765625,1,0,84,97.4082073434125,"https://dps.report/dIvu-20231203-165415_qadim
",aHeal
Soulless Horror CM,True,True,183,I Know You Want Me.4627,Druid,3717,20.118,90.716,80.24,93.274,76.188,2.763,0,0,31.001,22.734,193210,175.521697998047,0,0,47,94.7368421052632,"https://dps.report/xu4J-20231203-170253_sh
",aHeal
Soulless Horror CM,True,True,145,Zerumi.5120,Druid,3721,24.678,99.785,98.34,98.418,97.836,2.398,14.681,0,35.03,81.451,150445,105.159599304199,0,0,48,85.3146853146853,"https://dps.report/HSYe-20231126-170508_sh
",aHeal
Slothasor,False,True,150,Sashyca.8172,Scourge,3746,16.359,80.06,71.476,80.456,74.965,6.905,0,1.82,66.347,56.626,167470,234.135238647461,0,0,77,74.6666666666667,"https://dps.report/SCk3-20231126-184049_sloth
",aHeal
Conjured Amalgamate CM,True,False,218,DARKstrider.7804,Mechanist,3797,17.599,99.198,84.622,99.95,73.285,13.311,21.844,0,72.306,53.843,80288,155.558547973633,2,8.8,13,65.625,"https://dps.report/PZiy-20231112-163658_ca
",aHeal
Qadim,False,True,390,DARKstrider.9245,Scourge,3845,11.923,84.736,26.827,90.379,68.566,3.743,0,0,22.481,29.951,199046,1923.21447753906,0,0,58,91.8781725888325,"https://dps.report/dIvu-20231203-165415_qadim
",aHeal
Qadim,False,True,398,Sashyca.8172,Scourge,3846,18.964,49.196,38.251,100,70.644,5.702,0,0,47.335,35.989,188350,583.116149902344,0,0,46,98.7421383647799,"https://dps.report/23Wy-20231126-170026_qadim
",aHeal
Twin Largos CM,True,True,268,Sashyca.8172,Scourge,3862,23.253,90.229,99.09,99.27,53.092,6.88,0,0,77.806,29.644,251153,1494.9169921875,0,0,58,83.8862559241706,"https://dps.report/3ZG6-20231126-164051_twins
",aHeal
Matthias Gabrel,False,True,223,DARKstrider.9245,Scourge,3870,24.207,98.454,85.531,98.233,92.647,4.62,0,0,60.601,43.607,177397,218.778732299805,0,0,47,82.6747720364742,"https://dps.report/NK08-20231114-222609_matt 
",aHeal
Slothasor,False,True,179,Sashyca.8172,Scourge,3907,15.46,85.628,52.58,82.338,79.312,7.054,1.272,2.607,68.815,55.059,192527,159.386810302734,0,0,147,94.6280991735537,"https://dps.report/ZfjR-20231203-181848_sloth
",aHeal
Conjured Amalgamate CM,True,False,218,SwyDie.5693,Scourge,3982,17.138,99.761,82.135,99.74,79.676,9.487,7.449,1.295,72.811,63.46,114948,157.359146118164,2,10.81,8,65.8914728682171,"https://dps.report/PZiy-20231112-163658_ca
",aHeal
Twin Largos,False,True,239,Sashyca.8172,Scourge,3988,21.617,98.061,61.455,99.654,76.975,10.362,5.332,0.524,75.715,33.363,281893,1516.85620117187,0,0,63,76.7213114754098,"https://dps.report/CLUW-20231203-164415_twins
",aHeal
Qadim CM,True,True,404,Tarasicodissa.7084,Scourge,4026,16.467,74.05,44.907,90.533,66.717,5.052,0,0,26.497,25.493,151339,1601.65710449219,0,0,30,84.375,"https://dps.report/xWOi-20231205-204937_qadim
",aHeal
